well,od_600nm,identifier,replicate,growth_medium,date,elapsed_time_hr,avg_blank_value,strain,class
F9,0.721,GC001,1,glucose,2021-07-23,7.156666666666666,0.07955555555555555,WT,WT
F9,0.72,GC001,1,glucose,2021-07-23,7.282222222222222,0.07955555555555555,WT,WT
F9,0.718,GC001,1,glucose,2021-07-23,7.407777777777778,0.07955555555555555,WT,WT
F9,0.717,GC001,1,glucose,2021-07-23,7.533333333333333,0.07959259259259258,WT,WT
F9,0.716,GC001,1,glucose,2021-07-23,7.658888888888889,0.07962962962962962,WT,WT
F9,0.715,GC001,1,glucose,2021-07-23,7.7844444444444445,0.07955555555555555,WT,WT
F9,0.722,GC001,1,glucose,2021-07-23,7.91,0.07966666666666666,WT,WT
F9,0.734,GC001,1,glucose,2021-07-23,8.035555555555556,0.07974074074074074,WT,WT
F9,0.741,GC001,1,glucose,2021-07-23,8.161111111111111,0.07955555555555555,WT,WT
F9,0.744,GC001,1,glucose,2021-07-23,8.286666666666667,0.07955555555555555,WT,WT
F9,0.746,GC001,1,glucose,2021-07-23,8.412222222222223,0.07948148148148147,WT,WT
F9,0.745,GC001,1,glucose,2021-07-23,8.537777777777778,0.07955555555555556,WT,WT
F9,0.744,GC001,1,glucose,2021-07-23,8.663333333333334,0.07959259259259258,WT,WT
F9,0.742,GC001,1,glucose,2021-07-23,8.78888888888889,0.07959259259259259,WT,WT
F9,0.74,GC001,1,glucose,2021-07-23,8.914444444444445,0.0797037037037037,WT,WT
F9,0.738,GC001,1,glucose,2021-07-23,9.04,0.07955555555555555,WT,WT
F9,0.736,GC001,1,glucose,2021-07-23,9.165555555555555,0.0797037037037037,WT,WT
F9,0.734,GC001,1,glucose,2021-07-23,9.29111111111111,0.07948148148148147,WT,WT
F9,0.732,GC001,1,glucose,2021-07-23,9.416666666666666,0.07962962962962962,WT,WT
F9,0.729,GC001,1,glucose,2021-07-23,9.542222222222222,0.07962962962962962,WT,WT
F9,0.727,GC001,1,glucose,2021-07-23,9.667777777777777,0.07959259259259259,WT,WT
F9,0.724,GC001,1,glucose,2021-07-23,9.793333333333333,0.07959259259259258,WT,WT
F9,0.722,GC001,1,glucose,2021-07-23,9.918888888888889,0.07955555555555555,WT,WT
F9,0.72,GC001,1,glucose,2021-07-23,10.044444444444444,0.07959259259259258,WT,WT
F9,0.717,GC001,1,glucose,2021-07-23,10.17,0.07959259259259259,WT,WT
F9,0.716,GC001,1,glucose,2021-07-23,10.295555555555556,0.07959259259259258,WT,WT
F9,0.713,GC001,1,glucose,2021-07-23,10.421111111111111,0.07951851851851852,WT,WT
F9,0.711,GC001,1,glucose,2021-07-23,10.546666666666667,0.07959259259259259,WT,WT
F9,0.709,GC001,1,glucose,2021-07-23,10.672222222222222,0.07948148148148147,WT,WT
F9,0.707,GC001,1,glucose,2021-07-23,10.797777777777778,0.0796296296296296,WT,WT
F9,0.705,GC001,1,glucose,2021-07-23,10.923333333333334,0.07951851851851852,WT,WT
F9,0.703,GC001,1,glucose,2021-07-23,11.04888888888889,0.07959259259259258,WT,WT
F9,0.701,GC001,1,glucose,2021-07-23,11.174444444444445,0.07962962962962962,WT,WT
F9,0.699,GC001,1,glucose,2021-07-23,11.3,0.07977777777777778,WT,WT
F9,0.697,GC001,1,glucose,2021-07-23,11.425555555555556,0.07955555555555555,WT,WT
F9,0.696,GC001,1,glucose,2021-07-23,11.551111111111112,0.07974074074074074,WT,WT
F9,0.694,GC001,1,glucose,2021-07-23,11.676666666666666,0.07966666666666666,WT,WT
F9,0.693,GC001,1,glucose,2021-07-23,11.802222222222222,0.07974074074074074,WT,WT
F9,0.691,GC001,1,glucose,2021-07-23,11.927777777777777,0.07966666666666666,WT,WT
F10,0.086,GC001,2,glucose,2021-07-23,0.0,0.07937037037037037,WT,WT
F10,0.086,GC001,2,glucose,2021-07-23,0.12555555555555556,0.07922222222222224,WT,WT
F10,0.086,GC001,2,glucose,2021-07-23,0.2511111111111111,0.0792962962962963,WT,WT
F10,0.087,GC001,2,glucose,2021-07-23,0.37666666666666665,0.07940740740740741,WT,WT
F10,0.087,GC001,2,glucose,2021-07-23,0.5022222222222222,0.07940740740740741,WT,WT
F10,0.088,GC001,2,glucose,2021-07-23,0.6277777777777778,0.07933333333333333,WT,WT
F10,0.088,GC001,2,glucose,2021-07-23,0.7533333333333333,0.07940740740740741,WT,WT
F10,0.089,GC001,2,glucose,2021-07-23,0.8788888888888889,0.07962962962962962,WT,WT
F10,0.09,GC001,2,glucose,2021-07-23,1.0044444444444445,0.07940740740740741,WT,WT
F10,0.091,GC001,2,glucose,2021-07-23,1.13,0.07948148148148147,WT,WT
F10,0.092,GC001,2,glucose,2021-07-23,1.2555555555555555,0.07951851851851852,WT,WT
F10,0.093,GC001,2,glucose,2021-07-23,1.3811111111111112,0.07951851851851852,WT,WT
F10,0.094,GC001,2,glucose,2021-07-23,1.5066666666666666,0.07951851851851852,WT,WT
F10,0.095,GC001,2,glucose,2021-07-23,1.6322222222222222,0.07959259259259259,WT,WT
F10,0.097,GC001,2,glucose,2021-07-23,1.7577777777777779,0.07944444444444444,WT,WT
F10,0.099,GC001,2,glucose,2021-07-23,1.8833333333333333,0.07951851851851852,WT,WT
F10,0.101,GC001,2,glucose,2021-07-23,2.008888888888889,0.07955555555555555,WT,WT
F10,0.103,GC001,2,glucose,2021-07-23,2.1344444444444446,0.07955555555555555,WT,WT
F10,0.106,GC001,2,glucose,2021-07-23,2.26,0.07951851851851852,WT,WT
F10,0.109,GC001,2,glucose,2021-07-23,2.3855555555555554,0.07951851851851852,WT,WT
F10,0.112,GC001,2,glucose,2021-07-23,2.511111111111111,0.07951851851851852,WT,WT
F10,0.117,GC001,2,glucose,2021-07-23,2.6366666666666667,0.07951851851851852,WT,WT
F10,0.122,GC001,2,glucose,2021-07-23,2.7622222222222224,0.07937037037037037,WT,WT
F10,0.128,GC001,2,glucose,2021-07-23,2.887777777777778,0.07948148148148147,WT,WT
F10,0.135,GC001,2,glucose,2021-07-23,3.013333333333333,0.07937037037037037,WT,WT
F10,0.143,GC001,2,glucose,2021-07-23,3.138888888888889,0.07948148148148147,WT,WT
F10,0.153,GC001,2,glucose,2021-07-23,3.2644444444444445,0.07944444444444444,WT,WT
F10,0.163,GC001,2,glucose,2021-07-23,3.39,0.0794074074074074,WT,WT
F10,0.175,GC001,2,glucose,2021-07-23,3.5155555555555558,0.07955555555555555,WT,WT
F10,0.188,GC001,2,glucose,2021-07-23,3.641111111111111,0.07948148148148147,WT,WT
F10,0.205,GC001,2,glucose,2021-07-23,3.7666666666666666,0.07948148148148147,WT,WT
F10,0.223,GC001,2,glucose,2021-07-23,3.8922222222222222,0.07959259259259259,WT,WT
F10,0.244,GC001,2,glucose,2021-07-23,4.017777777777778,0.07955555555555555,WT,WT
F10,0.269,GC001,2,glucose,2021-07-23,4.1433333333333335,0.0794074074074074,WT,WT
F10,0.297,GC001,2,glucose,2021-07-23,4.268888888888889,0.07951851851851852,WT,WT
F10,0.328,GC001,2,glucose,2021-07-23,4.394444444444445,0.07948148148148147,WT,WT
F10,0.362,GC001,2,glucose,2021-07-23,4.52,0.07959259259259259,WT,WT
F10,0.4,GC001,2,glucose,2021-07-23,4.645555555555555,0.07959259259259258,WT,WT
F10,0.44,GC001,2,glucose,2021-07-23,4.771111111111111,0.07948148148148147,WT,WT
F10,0.482,GC001,2,glucose,2021-07-23,4.8966666666666665,0.07948148148148147,WT,WT
F10,0.525,GC001,2,glucose,2021-07-23,5.022222222222222,0.07948148148148147,WT,WT
F10,0.562,GC001,2,glucose,2021-07-23,5.147777777777778,0.07951851851851852,WT,WT
F10,0.598,GC001,2,glucose,2021-07-23,5.273333333333333,0.07959259259259258,WT,WT
F10,0.634,GC001,2,glucose,2021-07-23,5.398888888888889,0.07955555555555555,WT,WT
F10,0.667,GC001,2,glucose,2021-07-23,5.524444444444445,0.07951851851851852,WT,WT
F10,0.699,GC001,2,glucose,2021-07-23,5.65,0.07948148148148147,WT,WT
F10,0.709,GC001,2,glucose,2021-07-23,5.775555555555556,0.07955555555555555,WT,WT
F10,0.721,GC001,2,glucose,2021-07-23,5.901111111111111,0.07951851851851852,WT,WT
F10,0.726,GC001,2,glucose,2021-07-23,6.026666666666666,0.0796296296296296,WT,WT
F10,0.729,GC001,2,glucose,2021-07-23,6.152222222222222,0.07951851851851852,WT,WT
F10,0.731,GC001,2,glucose,2021-07-23,6.277777777777778,0.07951851851851852,WT,WT
F10,0.731,GC001,2,glucose,2021-07-23,6.403333333333333,0.07955555555555555,WT,WT
F10,0.73,GC001,2,glucose,2021-07-23,6.528888888888889,0.07948148148148147,WT,WT
F10,0.728,GC001,2,glucose,2021-07-23,6.654444444444445,0.07951851851851852,WT,WT
F10,0.726,GC001,2,glucose,2021-07-23,6.78,0.07948148148148147,WT,WT
F10,0.724,GC001,2,glucose,2021-07-23,6.905555555555556,0.07959259259259259,WT,WT
F10,0.721,GC001,2,glucose,2021-07-23,7.0311111111111115,0.07955555555555555,WT,WT
F10,0.719,GC001,2,glucose,2021-07-23,7.156666666666666,0.07955555555555555,WT,WT
F10,0.717,GC001,2,glucose,2021-07-23,7.282222222222222,0.07955555555555555,WT,WT
F10,0.716,GC001,2,glucose,2021-07-23,7.407777777777778,0.07955555555555555,WT,WT
F10,0.715,GC001,2,glucose,2021-07-23,7.533333333333333,0.07959259259259258,WT,WT
F10,0.713,GC001,2,glucose,2021-07-23,7.658888888888889,0.07962962962962962,WT,WT
F10,0.713,GC001,2,glucose,2021-07-23,7.7844444444444445,0.07955555555555555,WT,WT
F10,0.72,GC001,2,glucose,2021-07-23,7.91,0.07966666666666666,WT,WT
F10,0.732,GC001,2,glucose,2021-07-23,8.035555555555556,0.07974074074074074,WT,WT
F10,0.739,GC001,2,glucose,2021-07-23,8.161111111111111,0.07955555555555555,WT,WT
F10,0.742,GC001,2,glucose,2021-07-23,8.286666666666667,0.07955555555555555,WT,WT
F10,0.743,GC001,2,glucose,2021-07-23,8.412222222222223,0.07948148148148147,WT,WT
F10,0.743,GC001,2,glucose,2021-07-23,8.537777777777778,0.07955555555555556,WT,WT
F10,0.741,GC001,2,glucose,2021-07-23,8.663333333333334,0.07959259259259258,WT,WT
F10,0.739,GC001,2,glucose,2021-07-23,8.78888888888889,0.07959259259259259,WT,WT
F10,0.738,GC001,2,glucose,2021-07-23,8.914444444444445,0.0797037037037037,WT,WT
F10,0.736,GC001,2,glucose,2021-07-23,9.04,0.07955555555555555,WT,WT
F10,0.734,GC001,2,glucose,2021-07-23,9.165555555555555,0.0797037037037037,WT,WT
F10,0.731,GC001,2,glucose,2021-07-23,9.29111111111111,0.07948148148148147,WT,WT
F10,0.728,GC001,2,glucose,2021-07-23,9.416666666666666,0.07962962962962962,WT,WT
F10,0.726,GC001,2,glucose,2021-07-23,9.542222222222222,0.07962962962962962,WT,WT
F10,0.724,GC001,2,glucose,2021-07-23,9.667777777777777,0.07959259259259259,WT,WT
F10,0.722,GC001,2,glucose,2021-07-23,9.793333333333333,0.07959259259259258,WT,WT
F10,0.719,GC001,2,glucose,2021-07-23,9.918888888888889,0.07955555555555555,WT,WT
F10,0.717,GC001,2,glucose,2021-07-23,10.044444444444444,0.07959259259259258,WT,WT
F10,0.715,GC001,2,glucose,2021-07-23,10.17,0.07959259259259259,WT,WT
F10,0.713,GC001,2,glucose,2021-07-23,10.295555555555556,0.07959259259259258,WT,WT
F10,0.71,GC001,2,glucose,2021-07-23,10.421111111111111,0.07951851851851852,WT,WT
F10,0.708,GC001,2,glucose,2021-07-23,10.546666666666667,0.07959259259259259,WT,WT
F10,0.707,GC001,2,glucose,2021-07-23,10.672222222222222,0.07948148148148147,WT,WT
F10,0.704,GC001,2,glucose,2021-07-23,10.797777777777778,0.0796296296296296,WT,WT
F10,0.703,GC001,2,glucose,2021-07-23,10.923333333333334,0.07951851851851852,WT,WT
F10,0.701,GC001,2,glucose,2021-07-23,11.04888888888889,0.07959259259259258,WT,WT
F10,0.699,GC001,2,glucose,2021-07-23,11.174444444444445,0.07962962962962962,WT,WT
F10,0.697,GC001,2,glucose,2021-07-23,11.3,0.07977777777777778,WT,WT
F10,0.695,GC001,2,glucose,2021-07-23,11.425555555555556,0.07955555555555555,WT,WT
F10,0.693,GC001,2,glucose,2021-07-23,11.551111111111112,0.07974074074074074,WT,WT
F10,0.692,GC001,2,glucose,2021-07-23,11.676666666666666,0.07966666666666666,WT,WT
F10,0.69,GC001,2,glucose,2021-07-23,11.802222222222222,0.07974074074074074,WT,WT
F10,0.689,GC001,2,glucose,2021-07-23,11.927777777777777,0.07966666666666666,WT,WT
F11,0.085,GC001,3,glucose,2021-07-23,0.0,0.07937037037037037,WT,WT
F11,0.085,GC001,3,glucose,2021-07-23,0.12555555555555556,0.07922222222222224,WT,WT
F11,0.086,GC001,3,glucose,2021-07-23,0.2511111111111111,0.0792962962962963,WT,WT
F11,0.086,GC001,3,glucose,2021-07-23,0.37666666666666665,0.07940740740740741,WT,WT
F11,0.087,GC001,3,glucose,2021-07-23,0.5022222222222222,0.07940740740740741,WT,WT
F11,0.087,GC001,3,glucose,2021-07-23,0.6277777777777778,0.07933333333333333,WT,WT
F11,0.088,GC001,3,glucose,2021-07-23,0.7533333333333333,0.07940740740740741,WT,WT
F11,0.089,GC001,3,glucose,2021-07-23,0.8788888888888889,0.07962962962962962,WT,WT
F11,0.089,GC001,3,glucose,2021-07-23,1.0044444444444445,0.07940740740740741,WT,WT
F11,0.09,GC001,3,glucose,2021-07-23,1.13,0.07948148148148147,WT,WT
F11,0.091,GC001,3,glucose,2021-07-23,1.2555555555555555,0.07951851851851852,WT,WT
F11,0.092,GC001,3,glucose,2021-07-23,1.3811111111111112,0.07951851851851852,WT,WT
F11,0.093,GC001,3,glucose,2021-07-23,1.5066666666666666,0.07951851851851852,WT,WT
F11,0.095,GC001,3,glucose,2021-07-23,1.6322222222222222,0.07959259259259259,WT,WT
F11,0.097,GC001,3,glucose,2021-07-23,1.7577777777777779,0.07944444444444444,WT,WT
F11,0.098,GC001,3,glucose,2021-07-23,1.8833333333333333,0.07951851851851852,WT,WT
F11,0.1,GC001,3,glucose,2021-07-23,2.008888888888889,0.07955555555555555,WT,WT
F11,0.103,GC001,3,glucose,2021-07-23,2.1344444444444446,0.07955555555555555,WT,WT
F11,0.106,GC001,3,glucose,2021-07-23,2.26,0.07951851851851852,WT,WT
F11,0.109,GC001,3,glucose,2021-07-23,2.3855555555555554,0.07951851851851852,WT,WT
F11,0.112,GC001,3,glucose,2021-07-23,2.511111111111111,0.07951851851851852,WT,WT
F11,0.116,GC001,3,glucose,2021-07-23,2.6366666666666667,0.07951851851851852,WT,WT
F11,0.121,GC001,3,glucose,2021-07-23,2.7622222222222224,0.07937037037037037,WT,WT
F11,0.127,GC001,3,glucose,2021-07-23,2.887777777777778,0.07948148148148147,WT,WT
F11,0.134,GC001,3,glucose,2021-07-23,3.013333333333333,0.07937037037037037,WT,WT
F11,0.143,GC001,3,glucose,2021-07-23,3.138888888888889,0.07948148148148147,WT,WT
F11,0.152,GC001,3,glucose,2021-07-23,3.2644444444444445,0.07944444444444444,WT,WT
F11,0.164,GC001,3,glucose,2021-07-23,3.39,0.0794074074074074,WT,WT
F11,0.177,GC001,3,glucose,2021-07-23,3.5155555555555558,0.07955555555555555,WT,WT
F11,0.188,GC001,3,glucose,2021-07-23,3.641111111111111,0.07948148148148147,WT,WT
F11,0.205,GC001,3,glucose,2021-07-23,3.7666666666666666,0.07948148148148147,WT,WT
F11,0.223,GC001,3,glucose,2021-07-23,3.8922222222222222,0.07959259259259259,WT,WT
F11,0.244,GC001,3,glucose,2021-07-23,4.017777777777778,0.07955555555555555,WT,WT
F11,0.268,GC001,3,glucose,2021-07-23,4.1433333333333335,0.0794074074074074,WT,WT
F11,0.296,GC001,3,glucose,2021-07-23,4.268888888888889,0.07951851851851852,WT,WT
F11,0.326,GC001,3,glucose,2021-07-23,4.394444444444445,0.07948148148148147,WT,WT
F11,0.36,GC001,3,glucose,2021-07-23,4.52,0.07959259259259259,WT,WT
F11,0.396,GC001,3,glucose,2021-07-23,4.645555555555555,0.07959259259259258,WT,WT
F11,0.437,GC001,3,glucose,2021-07-23,4.771111111111111,0.07948148148148147,WT,WT
F11,0.478,GC001,3,glucose,2021-07-23,4.8966666666666665,0.07948148148148147,WT,WT
F11,0.52,GC001,3,glucose,2021-07-23,5.022222222222222,0.07948148148148147,WT,WT
F11,0.557,GC001,3,glucose,2021-07-23,5.147777777777778,0.07951851851851852,WT,WT
F11,0.594,GC001,3,glucose,2021-07-23,5.273333333333333,0.07959259259259258,WT,WT
F11,0.63,GC001,3,glucose,2021-07-23,5.398888888888889,0.07955555555555555,WT,WT
F11,0.663,GC001,3,glucose,2021-07-23,5.524444444444445,0.07951851851851852,WT,WT
F11,0.7,GC001,3,glucose,2021-07-23,5.65,0.07948148148148147,WT,WT
F11,0.711,GC001,3,glucose,2021-07-23,5.775555555555556,0.07955555555555555,WT,WT
F11,0.725,GC001,3,glucose,2021-07-23,5.901111111111111,0.07951851851851852,WT,WT
F11,0.729,GC001,3,glucose,2021-07-23,6.026666666666666,0.0796296296296296,WT,WT
F11,0.732,GC001,3,glucose,2021-07-23,6.152222222222222,0.07951851851851852,WT,WT
F11,0.734,GC001,3,glucose,2021-07-23,6.277777777777778,0.07951851851851852,WT,WT
F11,0.735,GC001,3,glucose,2021-07-23,6.403333333333333,0.07955555555555555,WT,WT
F11,0.734,GC001,3,glucose,2021-07-23,6.528888888888889,0.07948148148148147,WT,WT
F11,0.732,GC001,3,glucose,2021-07-23,6.654444444444445,0.07951851851851852,WT,WT
F11,0.73,GC001,3,glucose,2021-07-23,6.78,0.07948148148148147,WT,WT
F11,0.727,GC001,3,glucose,2021-07-23,6.905555555555556,0.07959259259259259,WT,WT
F11,0.725,GC001,3,glucose,2021-07-23,7.0311111111111115,0.07955555555555555,WT,WT
F11,0.722,GC001,3,glucose,2021-07-23,7.156666666666666,0.07955555555555555,WT,WT
F11,0.721,GC001,3,glucose,2021-07-23,7.282222222222222,0.07955555555555555,WT,WT
F11,0.719,GC001,3,glucose,2021-07-23,7.407777777777778,0.07955555555555555,WT,WT
F11,0.718,GC001,3,glucose,2021-07-23,7.533333333333333,0.07959259259259258,WT,WT
F11,0.717,GC001,3,glucose,2021-07-23,7.658888888888889,0.07962962962962962,WT,WT
F11,0.717,GC001,3,glucose,2021-07-23,7.7844444444444445,0.07955555555555555,WT,WT
F11,0.727,GC001,3,glucose,2021-07-23,7.91,0.07966666666666666,WT,WT
F11,0.738,GC001,3,glucose,2021-07-23,8.035555555555556,0.07974074074074074,WT,WT
F11,0.744,GC001,3,glucose,2021-07-23,8.161111111111111,0.07955555555555555,WT,WT
F11,0.747,GC001,3,glucose,2021-07-23,8.286666666666667,0.07955555555555555,WT,WT
F11,0.747,GC001,3,glucose,2021-07-23,8.412222222222223,0.07948148148148147,WT,WT
F11,0.747,GC001,3,glucose,2021-07-23,8.537777777777778,0.07955555555555556,WT,WT
F11,0.745,GC001,3,glucose,2021-07-23,8.663333333333334,0.07959259259259258,WT,WT
F11,0.744,GC001,3,glucose,2021-07-23,8.78888888888889,0.07959259259259259,WT,WT
F11,0.742,GC001,3,glucose,2021-07-23,8.914444444444445,0.0797037037037037,WT,WT
F11,0.739,GC001,3,glucose,2021-07-23,9.04,0.07955555555555555,WT,WT
F11,0.737,GC001,3,glucose,2021-07-23,9.165555555555555,0.0797037037037037,WT,WT
F11,0.735,GC001,3,glucose,2021-07-23,9.29111111111111,0.07948148148148147,WT,WT
F11,0.733,GC001,3,glucose,2021-07-23,9.416666666666666,0.07962962962962962,WT,WT
F11,0.73,GC001,3,glucose,2021-07-23,9.542222222222222,0.07962962962962962,WT,WT
F11,0.728,GC001,3,glucose,2021-07-23,9.667777777777777,0.07959259259259259,WT,WT
F11,0.726,GC001,3,glucose,2021-07-23,9.793333333333333,0.07959259259259258,WT,WT
F11,0.723,GC001,3,glucose,2021-07-23,9.918888888888889,0.07955555555555555,WT,WT
F11,0.721,GC001,3,glucose,2021-07-23,10.044444444444444,0.07959259259259258,WT,WT
F11,0.719,GC001,3,glucose,2021-07-23,10.17,0.07959259259259259,WT,WT
F11,0.717,GC001,3,glucose,2021-07-23,10.295555555555556,0.07959259259259258,WT,WT
F11,0.715,GC001,3,glucose,2021-07-23,10.421111111111111,0.07951851851851852,WT,WT
F11,0.712,GC001,3,glucose,2021-07-23,10.546666666666667,0.07959259259259259,WT,WT
F11,0.71,GC001,3,glucose,2021-07-23,10.672222222222222,0.07948148148148147,WT,WT
F11,0.708,GC001,3,glucose,2021-07-23,10.797777777777778,0.0796296296296296,WT,WT
F11,0.706,GC001,3,glucose,2021-07-23,10.923333333333334,0.07951851851851852,WT,WT
F11,0.704,GC001,3,glucose,2021-07-23,11.04888888888889,0.07959259259259258,WT,WT
F11,0.703,GC001,3,glucose,2021-07-23,11.174444444444445,0.07962962962962962,WT,WT
F11,0.701,GC001,3,glucose,2021-07-23,11.3,0.07977777777777778,WT,WT
F11,0.699,GC001,3,glucose,2021-07-23,11.425555555555556,0.07955555555555555,WT,WT
F11,0.697,GC001,3,glucose,2021-07-23,11.551111111111112,0.07974074074074074,WT,WT
F11,0.696,GC001,3,glucose,2021-07-23,11.676666666666666,0.07966666666666666,WT,WT
F11,0.694,GC001,3,glucose,2021-07-23,11.802222222222222,0.07974074074074074,WT,WT
F11,0.692,GC001,3,glucose,2021-07-23,11.927777777777777,0.07966666666666666,WT,WT
C6,0.084,GC048,1,glucose,2021-07-23,0.0,0.07937037037037037,∆dpp,Single KO
C6,0.085,GC048,1,glucose,2021-07-23,0.12555555555555556,0.07922222222222224,∆dpp,Single KO
C6,0.085,GC048,1,glucose,2021-07-23,0.2511111111111111,0.0792962962962963,∆dpp,Single KO
C6,0.086,GC048,1,glucose,2021-07-23,0.37666666666666665,0.07940740740740741,∆dpp,Single KO
C6,0.086,GC048,1,glucose,2021-07-23,0.5022222222222222,0.07940740740740741,∆dpp,Single KO
C6,0.087,GC048,1,glucose,2021-07-23,0.6277777777777778,0.07933333333333333,∆dpp,Single KO
C6,0.087,GC048,1,glucose,2021-07-23,0.7533333333333333,0.07940740740740741,∆dpp,Single KO
C6,0.088,GC048,1,glucose,2021-07-23,0.8788888888888889,0.07962962962962962,∆dpp,Single KO
